method,config,seed,composite,weighted_tardiness,setup_cost,makespan
SPT,small_3m,40,0.2841882349851222,7.85211181640625,50.51047134399414,111.73958587646484
SPT,small_3m,41,0.2855681691085794,0.0,56.90059280395508,107.5928726196289
SPT,small_3m,42,0.30035673082768066,0.0,53.417110443115234,146.12611389160156
SPT,small_3m,43,0.2501455242474949,0.0,46.13471603393555,97.7669906616211
SPT,small_3m,44,0.3333333333333333,0.0,86.56818389892578,156.84156799316406
SPT,small_3m,45,0.3333333333333333,0.0,45.02134704589844,108.41598510742188
SPT,small_3m,46,0.3248569463086278,2.2498626708984375,54.039085388183594,158.84947204589844
SPT,small_3m,47,0.15208851914767957,0.0,35.010406494140625,121.5718002319336
SPT,small_3m,48,0.3176622035767354,0.0,52.62348556518555,112.38709259033203
SPT,small_3m,49,0.23089530348605927,0.0,48.977420806884766,119.36138153076172
NN-Greedy,small_3m,0,0.7427108486721288,115.88719940185547,35.77516555786133,122.84136199951172
NN-Greedy,small_3m,1,0.27139120849362597,26.654983520507812,22.17952537536621,118.37139892578125
NN-Greedy,small_3m,2,0.2655898338156375,0.0,34.616355895996094,98.01250457763672
NN-Greedy,small_3m,3,0.3136827885290857,0.0,46.461204528808594,84.5575180053711
NN-Greedy,small_3m,4,0.17120538286470527,0.0,46.54212951660156,100.50141143798828
NN-Greedy,small_3m,5,0.2550732193513762,0.0,32.36254119873047,123.11222839355469
NN-Greedy,small_3m,6,0.18740151609845185,0.0,29.4083309173584,108.07737731933594
NN-Greedy,small_3m,7,0.13645013782639173,0.0,19.940101623535156,93.75526428222656
NN-Greedy,small_3m,8,0.16578208559783136,0.0,16.288476943969727,102.66304016113281
NN-Greedy,small_3m,9,0.4542032644469516,102.78968811035156,34.73958969116211,125.51595306396484
NN-Greedy,small_3m,10,0.2524086348192382,40.91853332519531,24.157978057861328,126.25843048095703
NN-Greedy,small_3m,11,0.1585104928503777,11.988304138183594,29.720088958740234,102.40302276611328
NN-Greedy,small_3m,12,0.12719743904042422,0.0,15.496355056762695,112.85813903808594
NN-Greedy,small_3m,13,0.2072554312724912,0.0,45.52528762817383,97.43041229248047
NN-Greedy,small_3m,14,0.24084600238233683,0.0,38.59457778930664,98.91157531738281
NN-Greedy,small_3m,15,0.14469099355724335,3.569406509399414,28.15328598022461,84.9475326538086
NN-Greedy,small_3m,16,0.21255603306645937,0.0,40.978450775146484,145.23680114746094
NN-Greedy,small_3m,17,0.21645094176329172,27.885223388671875,26.34292984008789,95.07476806640625
NN-Greedy,small_3m,18,0.3132040148737353,39.904151916503906,43.620548248291016,122.41634368896484
NN-Greedy,small_3m,19,0.31083586668201585,0.0,35.47383499145508,98.11860656738281
NN-Greedy,small_3m,20,0.2076902414624283,0.0,21.295673370361328,82.10035705566406
NN-Greedy,small_3m,21,0.16268932410164014,0.0,28.214515686035156,88.42517852783203
NN-Greedy,small_3m,22,0.2592288677184827,0.0,27.926633834838867,127.4170150756836
NN-Greedy,small_3m,23,0.24211137084626758,0.0,27.107498168945312,108.1594009399414
